transaction_id,customer_id,amount_ngn,channel,location_state,location_lga,device_fingerprint,timestamp,hour_of_day,day_of_week,is_fraud
6e60c7cc-fe8c-46c2-8cb7-c23cd1c28c53,CUS-01267,445.53,bank_transfer,Abuja FCT,Gwagwalada,c0e12dd6f7fccc2b,2025-01-22 18:18:37,18,2,False
5c7bf1f1-eabc-42d9-a6db-97d1d506dc22,CUS-01676,3464.06,pos,Lagos,Alimosho,4cbe72a6e828f405,2025-01-22 18:20:59,18,2,False
6f094aa5-3ca9-4582-b538-33d27dd8a167,CUS-01531,7871.71,mobile_money,Kaduna,Kaduna South,83700d33745d5518,2025-01-22 18:21:59,18,2,False
c10a063f-f76e-4ae7-be60-dfe0974fe44f,CUS-00790,1721.16,mobile_money,Lagos,Surulere,b15e711fa28274c0,2025-01-22 18:30:42,18,2,False
f96a3745-fd2a-460e-b9ea-92a5e4cf59df,CUS-01189,3596.37,ussd,Edo,Egor,36f1fd8d7d24e817,2025-01-22 18:51:00,18,2,True
9c36b1a5-3876-46c6-bbcd-d3a615299c0f,CUS-00583,51885.43,pos,Kano,Kumbotso,ee1cf351161becb3,2025-01-22 19:03:36,19,2,False
bb8b4df9-96e5-4c8b-a4b3-7ca0aba6d1c8,CUS-00474,442.85,bank_transfer,Oyo,Ibadan South-West,1ff434af9688f99c,2025-01-22 19:06:38,19,2,False
11506b66-a05f-4e1c-a9fd-d0aae7ce0d7d,CUS-01236,1310.83,pos,Zamfara,Zamfara-Central,d68479e2a9eb270f,2025-01-22 19:14:46,19,2,False
6d48a85c-02cf-4323-a880-502b6360dd84,CUS-00285,4115.01,pos,Lagos,Kosofe,72450b7e68862ec6,2025-01-22 19:17:09,19,2,False
081dee26-4cc4-4a8d-b962-a32cff9a33a3,CUS-01053,48368.58,pos,Imo,Imo-Central,239fe4560cf4f0a8,2025-01-22 19:18:07,19,2,False
67ad5fd8-d56f-42da-8e27-016337884ad4,CUS-01655,1220.52,ussd,Gombe,Gombe-Central,ee689fc86d725bb6,2025-01-22 19:22:00,19,2,True
228d147c-a575-44b9-9266-00c633f61abb,CUS-00564,39111.72,bank_transfer,Kano,Kumbotso,7b60d7573ce6dd3e,2025-01-22 19:23:02,19,2,False
bb620442-f870-4a46-9ead-9397bcff71f7,CUS-01361,1488.57,pos,Lagos,Eti-Osa,e0a5181f4315f4ad,2025-01-22 19:28:06,19,2,False
b0763700-ebd2-4fe2-a9af-ab6a0426b9f8,CUS-00688,844908.72,bank_transfer,Kwara,Kwara-Central,06ec4d841c47e02c,2025-01-22 19:31:33,19,2,False
b86a4849-807d-45ce-8b91-4db4c392b8f7,CUS-00800,64.32,pos,Edo,Ikpoba-Okha,2cd1fa6472cd8768,2025-01-22 19:32:56,19,2,False
85856af8-fa00-4d7e-868c-9c8fa1fb82c9,CUS-00187,275085.77,mobile_money,Oyo,Ogbomoso,a7abe2028646f8e2,2025-01-22 19:35:13,19,2,False
7df287aa-e2de-4d09-af1b-b17e60965d9b,CUS-00271,994.8,pos,Benue,Benue-Central,1ed4881d016ff524,2025-01-22 19:36:33,19,2,False
d87c8f65-0d19-4209-8fcc-6cabee82879f,CUS-01463,78965.28,bank_transfer,Delta,Uvwie,c8977aab38696c1b,2025-01-22 19:39:25,19,2,False
817e5ad2-055f-4f22-bbf8-eb1325f41c5c,CUS-00139,4855.98,ussd,Bayelsa,Bayelsa-Central,1b85d0b8604dea2e,2025-01-22 19:41:58,19,2,False
4ea3f572-c7da-452b-8933-498059f6756e,CUS-01655,5908.8,mobile_money,Gombe,Gombe-Central,ee689fc86d725bb6,2025-01-22 19:42:00,19,2,True
4e6aadb8-1e41-4188-b6c0-a2085e04b69d,CUS-01655,736.59,pos,Gombe,Gombe-Central,ee689fc86d725bb6,2025-01-22 19:47:00,19,2,True
5afeb875-ffc3-4664-9b93-3b3d2a19abb0,CUS-01655,199.43,bank_transfer,Gombe,Gombe-Central,ee689fc86d725bb6,2025-01-22 19:48:00,19,2,True
061c063d-2a5d-45d8-ae24-1f38b817abed,CUS-00006,2750.67,ussd,Lagos,Ikeja,8e398bc1cbdc78d0,2025-01-22 20:06:00,20,2,False
d4c70862-a7e9-4b94-9787-6de0208826c8,CUS-01866,490355.09,bank_transfer,Lagos,Kosofe,f5c9c28a915088f1,2025-01-22 20:10:43,20,2,False
eeb84139-b42c-4d3a-8d5a-f30794bfa660,CUS-00690,593.71,bank_transfer,Kano,Gwale,9b160c32acee1e9d,2025-01-22 20:20:14,20,2,False
789039ea-25a4-445f-a345-d715a3f54ada,CUS-01669,675655.06,bank_transfer,Plateau,Plateau-Central,07569bc15837dad6,2025-01-22 20:43:50,20,2,False
5d02a50e-418f-4589-8378-1c920729c2a0,CUS-00831,428.92,mobile_money,Abuja FCT,Kuje,6e4e8493235d07f0,2025-01-22 20:52:47,20,2,False
4b3a2a30-0f09-4870-8a2e-e8f9126d2ae3,CUS-01609,891.35,card,Oyo,Ibadan South-West,06948fe1f1b46a75,2025-01-22 21:03:40,21,2,False
572abb20-a34d-4bc9-8373-7be2e2ccf1aa,CUS-00773,444.92,bank_transfer,Rivers,Port-Harcourt,bf57dfc7ac1d19b3,2025-01-22 21:10:11,21,2,False
f836a07c-32ec-4074-93bd-5b346ae0a7fb,CUS-01626,1229.64,card,Lagos,Agege,cacac985ee6dde77,2025-01-22 21:22:39,21,2,False
3d7a1874-97a2-4d27-86c3-6fe1d1a20651,CUS-01006,300.61,ussd,Anambra,Onitsha North,91de6e8e293c33a0,2025-01-22 21:22:44,21,2,False
bb588a14-ce45-49be-a512-d4b0bf0c922b,CUS-01189,2494.79,pos,Edo,Oredo,36f1fd8d7d24e817,2025-01-22 21:25:00,21,2,True
14e83655-fa9a-4205-a14d-5fa0add0d8c2,CUS-01673,2842.8,ussd,Benue,Benue-Central,1a980ceb564f067f,2025-01-22 21:26:39,21,2,False
644e9a2e-4a23-41ac-b93f-26b0cae03036,CUS-01902,2832.15,ussd,Kwara,Kwara-Central,9bf23a682276144b,2025-01-22 21:30:08,21,2,False
1cd07d8a-4e1d-4e2f-a3b2-2cc55b255b6a,CUS-00965,881809.98,mobile_money,Kano,Kumbotso,ffa59c2f68f6683d,2025-01-22 21:34:49,21,2,False
3f958480-649c-4d0d-bf1a-2d32bc4bfde1,CUS-01189,71285.95,bank_transfer,Edo,Ikpoba-Okha,36f1fd8d7d24e817,2025-01-22 22:08:00,22,2,True
f62638a1-91e8-491d-9b0d-c57ff51271a7,CUS-01655,3045.31,mobile_money,Gombe,Gombe-Central,ee689fc86d725bb6,2025-01-22 22:19:00,22,2,True
8b3bfc44-84cd-416a-b18a-9739d4e2011d,CUS-01312,883604.32,mobile_money,Oyo,Ogbomoso,b0dab1b406b7d200,2025-01-23 00:44:14,0,3,False
e5899558-12de-426e-a5a9-db01de321c1a,CUS-01017,110.85,ussd,Oyo,Ibadan South-West,f8aac67eec4ac97e,2025-01-23 01:06:00,1,3,True
cc45c0f2-6e20-497a-8367-325be591b2f1,CUS-01809,1424.03,pos,Lagos,Mushin,e3c66282934feb13,2025-01-23 01:13:37,1,3,False
567426b7-78e7-40a7-a931-2c5f91e0b879,CUS-01017,154.45,pos,Oyo,Ogbomoso,f8aac67eec4ac97e,2025-01-23 01:27:00,1,3,True
5614b77a-abb0-4426-9951-61e56a22a37c,CUS-01017,218.86,ussd,Oyo,Oyo East,f8aac67eec4ac97e,2025-01-23 01:28:00,1,3,True
4dc51ca8-25ee-4378-8723-021e6800cc7a,CUS-01017,298.7,pos,Oyo,Ogbomoso,f8aac67eec4ac97e,2025-01-23 01:35:00,1,3,True
19aad415-58c3-4820-b19e-b26804668cb8,CUS-01017,221.65,mobile_money,Oyo,Ogbomoso,f8aac67eec4ac97e,2025-01-23 01:44:00,1,3,True
99752c1b-f1c2-41ad-8cce-cca8f96901ef,CUS-01017,167.28,mobile_money,Oyo,Ogbomoso,f8aac67eec4ac97e,2025-01-23 01:47:00,1,3,True
567f17f6-bbe2-4d94-8f6c-7c10ed792783,CUS-01017,104.25,mobile_money,Oyo,Ogbomoso,f8aac67eec4ac97e,2025-01-23 01:53:00,1,3,True
494d8e6c-7ee8-4b13-9a5e-d6e6ef6eab07,CUS-01557,2245.08,bank_transfer,Rivers,Port-Harcourt,581d8d836fa71304,2025-01-23 02:10:14,2,3,False
5ad5f675-d713-40cf-9dee-fca8c04fb3e5,CUS-00180,3189.09,pos,Kano,Kumbotso,97faed3ece0dc138,2025-01-23 02:15:33,2,3,False
da4924b5-e1f2-46a1-bfac-3ce9d168509e,CUS-00451,449.35,pos,Oyo,Ogbomoso,85cb2f4667738787,2025-01-23 03:09:31,3,3,False
f509c900-c1a2-4052-bbf6-162655c01f5b,CUS-01507,351.01,bank_transfer,Oyo,Ibadan South-West,f4cf870f53ea4416,2025-01-23 03:56:34,3,3,False
83bd3f5f-0bef-479f-b47a-4347ca88f467,CUS-01614,494.71,pos,Kano,Tarauni,1b4932f290b1fc00,2025-01-23 04:01:00,4,3,True
23e2baf7-9954-44e3-a8e7-8437c9213c86,CUS-00337,72.44,pos,Edo,Egor,5f045be513fff636,2025-01-23 04:10:00,4,3,True
b43a210a-63eb-474c-87fc-c90f65c9c9ac,CUS-00337,409.85,mobile_money,Edo,Ikpoba-Okha,5f045be513fff636,2025-01-23 04:14:00,4,3,True
207022aa-d317-4677-8ff8-eb7bd435d1d4,CUS-01614,186.69,ussd,Kano,Tarauni,1b4932f290b1fc00,2025-01-23 04:15:00,4,3,True
c95ae1d2-ebb7-4e03-a1ee-9359daba594d,CUS-00337,195.91,mobile_money,Edo,Egor,5f045be513fff636,2025-01-23 04:17:00,4,3,True
e3315dc0-c890-4a12-911c-abb91536a6a7,CUS-01438,77.99,ussd,Lagos,Ikeja,9e67975ac1e802bd,2025-01-23 04:20:14,4,3,False
05ea1ceb-9fb7-48c7-a607-e88e2234a454,CUS-01614,164.57,mobile_money,Kano,Dala,1b4932f290b1fc00,2025-01-23 04:25:00,4,3,True
035fc2db-6506-4e38-83bf-c956fb980cdc,CUS-01614,488.93,ussd,Kano,Gwale,1b4932f290b1fc00,2025-01-23 04:30:00,4,3,True
a80a12be-c800-4f76-b7c5-2334d3dfe099,CUS-00337,308.58,ussd,Edo,Oredo,5f045be513fff636,2025-01-23 04:31:00,4,3,True
fa549325-f2ca-4db8-b373-1e1a6a86bce8,CUS-01614,382.7,ussd,Kano,Kumbotso,1b4932f290b1fc00,2025-01-23 04:33:00,4,3,True
377106d3-c454-4ddf-bcaa-101a152a5c99,CUS-00337,319.92,mobile_money,Edo,Ikpoba-Okha,5f045be513fff636,2025-01-23 04:34:00,4,3,True
aa5616d2-00b1-4947-90f8-cda330a7be20,CUS-01614,312.8,mobile_money,Kano,Nassarawa,1b4932f290b1fc00,2025-01-23 04:34:00,4,3,True
755e943b-1638-4ef8-9baf-b949ecea63f0,CUS-00337,55.86,ussd,Edo,Ikpoba-Okha,5f045be513fff636,2025-01-23 04:40:00,4,3,True
5c1cc0ee-95a6-4dc3-8272-da9fe794656e,CUS-01614,310.62,pos,Kano,Fagge,1b4932f290b1fc00,2025-01-23 04:40:00,4,3,True
f1602301-f86a-4fe0-8c1e-b9d1b5a01f41,CUS-00337,284.48,ussd,Edo,Ikpoba-Okha,5f045be513fff636,2025-01-23 04:41:00,4,3,True
c22339cf-4352-41f9-8afa-d831db53f856,CUS-00337,327.53,mobile_money,Edo,Egor,5f045be513fff636,2025-01-23 04:50:00,4,3,True
a354fb84-6b8d-4661-bf43-5341ac62618f,CUS-01614,379.93,mobile_money,Kano,Gwale,1b4932f290b1fc00,2025-01-23 04:50:00,4,3,True
c341b210-7986-4834-a043-b1c9d9597912,CUS-00710,37517.89,mobile_money,Kwara,Kwara-Central,4e59f88826819d26,2025-01-23 05:49:33,5,3,False
4ca2b7f8-788b-470a-aebc-5c2d0c36b93d,CUS-00065,85082.93,bank_transfer,Oyo,Ibadan South-West,87baa8a35ed6745a,2025-01-23 06:36:00,6,3,True
da5445f3-084d-4be2-8d90-e34ed28d601e,CUS-00471,50.89,card,Bayelsa,Bayelsa-Central,7a9eeef4f46a3321,2025-01-23 07:32:05,7,3,False
1ea6f0b7-9d75-4b2c-b418-e980b50f9a96,CUS-00065,8625.38,pos,Oyo,Ogbomoso,87baa8a35ed6745a,2025-01-23 07:52:00,7,3,True
0076c4b1-861d-4601-bb71-7d31069c3870,CUS-00065,678942.5,mobile_money,Oyo,Ibadan North,87baa8a35ed6745a,2025-01-23 07:52:00,7,3,True
400465f0-f9c2-4df2-88f2-ae3e4a986cca,CUS-00065,4000.08,pos,Oyo,Ibadan South-West,87baa8a35ed6745a,2025-01-23 08:00:00,8,3,True
7a04380e-a5e2-4ccd-aff6-40bf8c2c4ff6,CUS-00799,426.57,ussd,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:01:00,8,3,True
f91a3089-8ce5-45af-89f3-90a612fa4fcb,CUS-00799,345.48,mobile_money,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:06:00,8,3,True
22376c08-952e-4d32-988e-09e4527b66b4,CUS-00799,320.59,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:12:00,8,3,True
a3cb3d26-5e00-43e2-bcba-ea893d01874e,CUS-00065,75625.84,bank_transfer,Oyo,Oyo East,87baa8a35ed6745a,2025-01-23 08:26:00,8,3,True
865b120c-b1e1-41b8-bb39-e0d91bbb1534,CUS-00799,274.99,mobile_money,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:27:00,8,3,True
9a919132-574f-4fef-a0df-e029e1656707,CUS-00799,315.4,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:31:00,8,3,True
e08ff3e9-ad5c-4f01-a880-d948c81684e1,CUS-00065,95290.65,bank_transfer,Oyo,Ibadan North,87baa8a35ed6745a,2025-01-23 08:33:00,8,3,True
cba7be5d-9124-4768-800e-5bf0fc059208,CUS-00799,274.94,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:33:00,8,3,True
98b3566e-1217-4308-b9fd-0c1f881d0b2a,CUS-00799,483.11,mobile_money,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:39:00,8,3,True
6f62f959-a272-4534-9dd3-6c525a1315a9,CUS-00799,208.18,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-23 08:43:00,8,3,True
60333a43-0ca7-4d9e-8abb-dab3bfc695e6,CUS-00065,824.88,bank_transfer,Oyo,Ibadan North,87baa8a35ed6745a,2025-01-23 08:51:00,8,3,True
6fca6001-fef7-41e6-9549-735e74cd3526,CUS-00741,270.24,pos,Kano,Gwale,1bb58da37496630e,2025-01-23 09:10:38,9,3,False
343c68fb-f236-46ae-8674-019e585a4e38,CUS-01419,9177.31,pos,Gombe,Gombe-Central,6afa9c9e3a1afd35,2025-01-23 09:16:47,9,3,False
aa3f2ac7-3a0d-41dd-b527-979f8bd5d674,CUS-00902,3977.57,pos,Lagos,Kosofe,74f8fb4b85130ba0,2025-01-23 09:21:38,9,3,False
d4b25437-be79-4f1b-b9df-790f30e793d4,CUS-01194,81352.11,pos,Lagos,Oshodi-Isolo,92f97f031c21451e,2025-01-23 09:22:11,9,3,False
05d958e9-c4e7-4764-8bb0-a4a1dba9b329,CUS-01028,3244.14,mobile_money,Kano,Kumbotso,daa3a38fbf2b4243,2025-01-23 09:39:12,9,3,False
c58c36d7-38cb-45c0-ae64-1cd68af9df55,CUS-01878,20829.37,bank_transfer,Kano,Fagge,2887345003145782,2025-01-23 09:50:45,9,3,False
debc517a-9ebc-4f9e-9a14-ae8f40a70152,CUS-01163,14863.05,bank_transfer,Osun,Osun-Central,3c2a17d1f83b499e,2025-01-23 09:52:04,9,3,False
cb466a85-ad36-473f-90c3-a5ee0416c1d8,CUS-01842,6591.82,bank_transfer,Rivers,Obio-Akpor,c34f3404d55f887a,2025-01-23 09:52:41,9,3,False
55381320-dbf8-4c76-9737-05543dd8822e,CUS-00639,73755.91,mobile_money,Rivers,Eleme,e31599e9b6444d86,2025-01-23 09:56:53,9,3,False
416904e9-8967-434c-bf9e-492a195bcde1,CUS-01121,559796.95,bank_transfer,Cross River,Cross River-Central,b60436e580150064,2025-01-23 10:00:00,10,3,True
81ff40d1-fcc7-406b-9a22-b391405278da,CUS-01611,55248.93,pos,Delta,Uvwie,aa648247ee837f3b,2025-01-23 10:01:21,10,3,False
04021bd8-3476-4a20-a88a-c0e4e6c96635,CUS-01571,829.1,bank_transfer,Lagos,Ikorodu,33e0329d255f3ff7,2025-01-23 10:01:31,10,3,False
14a7c487-6440-462a-83c8-592780792177,CUS-01511,161888.71,bank_transfer,Ondo,Ondo-Central,feb703ea6117aadb,2025-01-23 10:04:00,10,3,True
8c41521a-42b8-43ab-a4af-1500bc47b6f4,CUS-00738,4351.95,card,Rivers,Eleme,130806cccf311571,2025-01-23 10:09:25,10,3,False
8f96d8c0-58fb-408d-9a1f-594e90aeeb1a,CUS-00410,1040.83,mobile_money,Kano,Nassarawa,9f4f4dd35dc18f7d,2025-01-23 10:10:23,10,3,False
8dc6a788-8fc5-4e46-ab5c-4caf23267d14,CUS-01453,3679.87,pos,Oyo,Ogbomoso,fee6248a5b22adcf,2025-01-23 10:14:50,10,3,False
7bede03f-56a2-438c-886e-f18ab3312076,CUS-00065,827197.97,pos,Oyo,Oyo East,87baa8a35ed6745a,2025-01-23 10:19:00,10,3,True
3730ff32-ccea-4289-9474-c1747c08748e,CUS-00504,1496.42,pos,Anambra,Awka South,e3e9b5adc18b4128,2025-01-23 10:37:40,10,3,False
ced8462d-b9d0-448e-9292-9d3b922c3ad5,CUS-00251,135749.08,ussd,Rivers,Eleme,07442ae1baeabdbf,2025-01-23 10:45:23,10,3,False
57362c3a-277e-4369-880f-51e4f88fc524,CUS-01492,888.12,ussd,Lagos,Surulere,318dab97928f4a79,2025-01-23 10:55:05,10,3,False
c94a2b6c-ec28-4569-a7e0-712f7f9ff284,CUS-00251,4994.82,ussd,Rivers,Obio-Akpor,07442ae1baeabdbf,2025-01-23 10:55:23,10,3,False
ab35a80f-f6c3-46ce-84f5-46453d1a719f,CUS-00226,779356.54,pos,Bayelsa,Bayelsa-Central,f990c65a3cd2c255,2025-01-23 11:00:26,11,3,False
78557939-0631-47df-8fe7-56752d70e4ec,CUS-00543,351.54,ussd,Anambra,Nnewi North,e27f3865854040c1,2025-01-23 11:06:38,11,3,False
ce26512b-6e68-492c-9d1e-224309067108,CUS-00065,553.88,mobile_money,Oyo,Ibadan North,87baa8a35ed6745a,2025-01-23 11:08:00,11,3,True
3901500b-8eb8-484d-8520-666f9c7b09a3,CUS-01632,193.32,bank_transfer,Delta,Oshimili South,d46257dd5672aef5,2025-01-23 11:21:00,11,3,False
388d550f-c66a-4e15-9f1d-5ab16c961356,CUS-00076,309.29,pos,Abia,Abia-Central,4811e029a88bf94c,2025-01-23 11:23:22,11,3,False
1a3ba1fb-bf0c-41da-8075-d876d043d94e,CUS-00065,95.96,bank_transfer,Oyo,Oyo East,87baa8a35ed6745a,2025-01-23 11:28:00,11,3,True
7d8546f4-ae87-4cd0-b696-5998179d65eb,CUS-01085,34458.81,mobile_money,Abuja FCT,Gwagwalada,015ee05e5160a433,2025-01-23 11:40:38,11,3,False
99835486-7102-4eb4-82ec-040e25a5c2ab,CUS-00423,451.4,bank_transfer,Abuja FCT,Municipal,11676efe42bc94c7,2025-01-23 12:03:51,12,3,False
83feafd2-0631-4062-ac57-931bd9de0a82,CUS-00452,2606.72,bank_transfer,Rivers,Port-Harcourt,42de18a74e13aeb6,2025-01-23 12:13:52,12,3,False
d6fc339e-d939-47e1-b5c4-bbe253d25338,CUS-00786,38318.26,card,Oyo,Oyo East,5a94533355fbe278,2025-01-23 12:24:25,12,3,False
9b21cc81-76ec-413d-a3fd-32c133c80c10,CUS-01006,63514.14,ussd,Anambra,Onitsha North,91de6e8e293c33a0,2025-01-23 12:24:35,12,3,False
6bb9b989-1ebf-454a-9044-047bc21a5b1d,CUS-00204,20162.82,mobile_money,Kaduna,Kaduna North,dacf1ca0cd2282a4,2025-01-23 12:27:43,12,3,False
a93ef54f-c489-45ff-9574-022309ab4237,CUS-00787,75892.67,bank_transfer,Rivers,Eleme,f8a43fab67f661de,2025-01-23 12:28:37,12,3,False
fc8f55bc-06ff-4743-bddf-7adf3dacd4ba,CUS-01044,16778.02,pos,Niger,Niger-Central,5ab1a2bf1058e736,2025-01-23 12:29:47,12,3,False
13de1c9d-8166-479b-b175-a989a7448b07,CUS-01154,78587.27,ussd,Enugu,Enugu East,b6010d549f54bd12,2025-01-23 12:31:55,12,3,False
18aee209-67f6-4ec8-835b-de8c9bc9a9e3,CUS-00723,88115.34,bank_transfer,Osun,Osun-Central,184b6168e7b760ac,2025-01-23 12:40:02,12,3,False
e9004749-f40d-40e2-83fd-1a808e3074c0,CUS-00440,90578.12,mobile_money,Lagos,Kosofe,60263e38a39465a0,2025-01-23 12:41:54,12,3,False
068f5e34-ab01-413a-a6a0-61ca13fa2cbb,CUS-01965,2807.08,mobile_money,Kaduna,Zaria,9156bf2ac5339cda,2025-01-23 12:43:40,12,3,False
c8911ad1-7c05-44f3-a62e-054374b93f19,CUS-01804,49838.82,pos,Kano,Fagge,1732d316c82cf99c,2025-01-23 12:44:07,12,3,False
e3e201a8-5079-49b7-8c7f-d6745bdeba40,CUS-00771,74768.48,card,Borno,Borno-Central,d59a3a8ad97e5503,2025-01-23 13:02:34,13,3,False
4f8e571e-82e9-4cdb-92b5-a5c8cf7b02e6,CUS-00907,8563.95,pos,Kano,Nassarawa,5e62317a455c71c7,2025-01-23 13:10:11,13,3,False
04d1ad3f-e730-40c4-95f4-8b6ed7c5e203,CUS-01107,32496.94,pos,Kwara,Kwara-Central,3a15b34bb5d0c2d2,2025-01-23 13:21:16,13,3,False
6aa93ef0-efe3-49d3-8b14-66f74af5151e,CUS-00936,4464.39,mobile_money,Lagos,Mushin,7827022f0df66e1b,2025-01-23 13:22:20,13,3,False
56e138e7-f116-4c22-9280-856f47138aad,CUS-01333,664471.25,pos,Ogun,Ogun-Central,c2c02e62ca91cd6f,2025-01-23 13:22:39,13,3,False
6cf095d3-e30e-4360-83ff-bd4172e23b48,CUS-01184,86.58,bank_transfer,Lagos,Lagos Mainland,1240f0ee08331360,2025-01-23 13:29:25,13,3,False
7b6d52e4-1170-42c2-8768-4c6102592819,CUS-01136,261.97,mobile_money,Borno,Borno-Central,fb2927a454f16984,2025-01-23 13:29:59,13,3,False
f888e34f-99e9-4c2d-9d38-ca0cc6bb9c71,CUS-00423,18730.17,bank_transfer,Abuja FCT,Bwari,11676efe42bc94c7,2025-01-23 13:37:20,13,3,False
e81d3acc-6e15-4fa1-9bc5-aacd19bd12d1,CUS-00304,1888.46,ussd,Ondo,Ondo-Central,283deccb36c7b95c,2025-01-23 13:38:34,13,3,False
5b1dd049-a04c-480c-a3ed-e806af2bd8eb,CUS-01754,85025.28,pos,Ebonyi,Ebonyi-Central,75e5b9e76ea57df9,2025-01-23 13:42:30,13,3,False
d6d38a15-6afc-42dd-bb45-2d38d2c1e361,CUS-01461,92907.19,pos,Delta,Uvwie,1f5002689c96a0c3,2025-01-23 13:51:59,13,3,False
5752178f-04ae-47a6-af59-4c8fdb872c6a,CUS-01134,87448.22,ussd,Kano,Fagge,ecfea7797e684c1d,2025-01-23 14:00:00,14,3,True
ebccdf34-a52a-4ae8-ba64-c02f0c0a8f71,CUS-01134,2301.77,bank_transfer,Delta,Warri South,ecfea7797e684c1d,2025-01-23 14:05:00,14,3,True
6655098f-89b3-4854-885f-c28b28d8fe8c,CUS-00514,9891.38,bank_transfer,Lagos,Alimosho,f596f20231d78a05,2025-01-23 14:06:55,14,3,False
75d57c21-fbb4-4fea-9f2d-9f89ce3b8f5a,CUS-00398,2449.39,bank_transfer,Osun,Osun-Central,295ef15b1b3ae530,2025-01-23 14:07:52,14,3,False
b13fc281-1031-4765-8d9d-c57d2fec8db3,CUS-00466,4698.63,pos,Kano,Kumbotso,5ed9a67b0307bf3e,2025-01-23 14:11:19,14,3,False
2bc63389-641c-4a12-8610-418f64e41465,CUS-00204,67981.07,mobile_money,Kaduna,Zaria,dacf1ca0cd2282a4,2025-01-23 14:16:39,14,3,False
2fd4bbb5-dcd2-4fa6-9fa9-bd44db171a40,CUS-00242,122.96,pos,Taraba,Taraba-Central,3124ecd59d09a780,2025-01-23 14:20:58,14,3,False
b42ccac8-da89-4f61-9369-ea872d05b6da,CUS-00478,68374.56,pos,Bayelsa,Bayelsa-Central,a01da1f680707d34,2025-01-23 14:27:20,14,3,False
b1c46c61-9784-4557-b976-03d75aa4f828,CUS-00639,356.11,mobile_money,Rivers,Eleme,e31599e9b6444d86,2025-01-23 14:27:34,14,3,False
6c17cc71-bd09-4eb8-b452-e4dc0054bbbe,CUS-00236,88917.49,mobile_money,Kano,Nassarawa,a5603aec39b63960,2025-01-23 14:29:09,14,3,False
b67f7979-40dc-4aa0-a244-e4864b3ad798,CUS-01811,3301.92,mobile_money,Kwara,Kwara-Central,5a30902b0374f04f,2025-01-23 14:29:47,14,3,False
25549e58-9fc7-47ac-b863-6d5e6a89322f,CUS-01226,575651.16,pos,Rivers,Eleme,def91623b5e943da,2025-01-23 14:30:00,14,3,False
549b317b-e361-4d8b-9e25-54a1080f00c5,CUS-01260,78542.79,pos,Kano,Fagge,bf2d4785cb46fa2b,2025-01-23 14:31:21,14,3,False
7d3248a7-a71d-4591-95bf-dd1a98452aba,CUS-00526,476.05,pos,Rivers,Oyigbo,4b22245e0c2ece40,2025-01-23 14:35:38,14,3,False
b97cc984-5c81-4095-9f7f-b489d33739d2,CUS-01378,343.54,pos,Kano,Kumbotso,9b8e99a87eb4e70c,2025-01-23 14:35:57,14,3,False
4c605a71-4e30-412a-bf81-0f14995b3fb7,CUS-01458,3717.99,mobile_money,Lagos,Ikeja,c18dc73f7df72ee5,2025-01-23 14:46:37,14,3,False
a51d0c29-8a71-497a-ab97-93d9092974a3,CUS-01223,3467.69,pos,Jigawa,Jigawa-Central,46351918e7e1af5d,2025-01-23 14:52:38,14,3,False
a8b8fb6f-17be-4980-b4ce-c8cd3aa628f7,CUS-00264,111.15,bank_transfer,Kebbi,Kebbi-Central,e6fc28195d9c3e83,2025-01-23 15:00:15,15,3,False
493bb4c7-4c6d-41d7-a222-38f10fe8cf88,CUS-01274,18860.63,mobile_money,Abuja FCT,Municipal,c8401a675b0291f5,2025-01-23 15:04:52,15,3,False
f855bbb2-8a9e-4344-b8ff-e07e4f2d1cdb,CUS-00719,2797.56,pos,Ondo,Ondo-Central,d7f45d58c22a3dfe,2025-01-23 15:06:55,15,3,False
77a307d2-3a49-484b-ae76-b7118628c60b,CUS-01134,705476.53,pos,Anambra,Awka South,ecfea7797e684c1d,2025-01-23 15:23:06,15,3,False
2213b7d2-0f58-4814-9512-2d315eb34106,CUS-00959,297.94,ussd,Osun,Osun-Central,4636c0b345f47cd9,2025-01-23 15:26:00,15,3,True
373094f4-7c2a-4a97-bf03-58f6084085ea,CUS-00959,451.79,mobile_money,Osun,Osun-Central,4636c0b345f47cd9,2025-01-23 15:29:00,15,3,True
be535a25-3848-41ff-a97f-04c9e3069e2f,CUS-00679,31963.53,pos,Zamfara,Zamfara-Central,7e25cc8d75f3b759,2025-01-23 15:37:46,15,3,False
e696dcc5-eba7-48a3-9fa3-21a20da71d9f,CUS-00769,408.42,mobile_money,Plateau,Plateau-Central,2bf4c4b79c399a09,2025-01-23 15:44:46,15,3,False
239aa62e-1806-4058-a79b-4fb77a8f0dde,CUS-01063,407.35,bank_transfer,Rivers,Oyigbo,9e1a89fd42d907c4,2025-01-23 15:46:16,15,3,False
